Immune deficiency	"AIDS patients, long-term use of corticosteroids or other immunosuppressive drugs resulting in a state of hypoimm"
Late pregnancy and perinatal women	What are two types of women that need early warning for deterioration?
Heavy smokers	What is one type of smoker?
Adults	Who are the Heavy/Critical Early Warning Indicators for?
Changes in the following indicators	What should alert for deterioration?
Progressive worsening of hypoxemia or respiratory distress	What are two indicators that should alert for deterioration?
lactate	What is a progressive elevation of?
progressive decrease in peripheral blood lymphocyte count	What is a progressive decrease in peripheral blood lymphocyte count?
D-dimer	What is an example of a coagulation-related indicator?
Chest imaging	What showed significant progression of the lung lesion?
Children	Who has increased respiratory rate and poor mental responsiveness and drowsiness?
Increased respiratory rate	What is one of the symptoms of pneumonia in children?
poor mental responsiveness and drowsiness	What are some symptoms of pneumonia in children?
Progressive elevation of lactic acid	What is the most common cause of pneumonia in children?
"CRP, PCT and ferritin"	What are some inflammatory factors?
"bilateral or multilobar infiltrates, pleural effusions or rapid progression of lesions"	What does chest imaging show in a short period of time?
immunosuppressive drugs	What is hypo-immunity?
IX	What is the most common type of pneumonia in children?
Differential diagnosis	IX. What is it called when a patient has a mild form of novel coronavirus pneumonia?
Novel coronavirus pneumonia	"What is mainly distinguished from other known viral pneumonia such as influenza virus, adenovirus, respiratory syncytial virus and Myco"
"vasculitis, dermatomyositis and mechanized pneumonia"	What are some non-infectious diseases?
Kawasaki disease	"When rash and mucosal damage appear in pediatric patients, they need to be differentiated from what?"
novel coronavirus pathogenesis	What should close contacts with novel coronavirus-infected individuals be tested for?
X	What is the number of cases that should be immediately collected for nucleic acid testing or transferred in a closed loop to a higher level medical institution
a single room	Where should specimens be isolated if they meet the case definition of a suspected case or a positive result of a new coronavirus
centralized isolation	In what way should positive nucleic acid test results be managed?
24 hours	How long apart from sampling should a negative novel coronavirus nucleic acid test be?
XI	What is the name of the condition that should be treated in centralized isolation?
Determine the isolation management and treatment sites according to the condition	What is the first step in treating a suspected case?
Minor cases are managed in centralized isolation	How are minor cases managed?
symptomatic treatment and disease monitoring	What should be transferred to a designated hospital for treatment?
2	How should heavy and critical cases and cases with heavy and high-risk factors be treated centrally in designated hospitals?
